Date,Precip,MaxAirTemp,RecordMaxTemp,RecordMaxYear,MinAirTemp,RecordMinTemp,RecordMinYear,AvgAirTemp,MaxAirTempTime,MinAirTempTime,MaxRel.Hum.,MinRel.Hum.,Avg.Rel.Hum.,HDD,CDD,GDD,GDD Mod. Sine Wave,Solar Radiation (Langleys),AvgWindDir,AvgWindSpeed,MaxWindSpeed,TimeMaxWindSpeed,MaxSoilTemp2",MinSoilTemp2",AvgSoilTemp2",MaxSoilTemp4",MinSoilTemp4",AvgSoilTemp4",Max50cmAirTemp,Min50cmAirTemp,Avg50cmAirTemp,Max300cmAirTemp,Min300cmAirTemp,Avg300cmAirTemp
6/1/2020,0,75.0,93.0,1988,43.6,38.0,2003,61.2,5:45 PM,6:10 AM,87,26,53,3.7,0,11.2,10.5,674.91,179.154513888889,4.4,9.7,5:15 PM,70.8,59.1,64.5,67.2,60.6,64.0,-,-,-,-,-,-,
6/2/2020,0,90.5,90.0,1978,60.6,39.0,1994,76.1,5:20 PM,3:50 AM,70,45,55,0,11.1,26.1,25.5,592.69,206.573958333333,8.7,14.4,5:20 PM,72.7,62.6,67.0,69.0,62.8,65.5,-,-,-,-,-,-,
6/3/2020,0,87.2,90.0,1998,68.3,40.0,1994,79.1,2:15 PM,11:55 PM,79,42,57,0,14.0,29.0,27.7,591.23,230.682986111111,7.8,14.4,12:50 PM,74.4,66.4,69.7,70.9,65.8,68.0,-,-,-,-,-,-,
6/4/2020,0,86.0,92.0,1953,64.5,41.0,1998,75.0,6:35 PM,1:40 AM,89,50,73,0,10,25,25.2,420.15,158.056076388889,4.0,9.5,2:10 PM,74.7,66.0,69.8,71.1,65.9,68.3,-,-,-,-,-,-,
6/5/2020,0.47,91.0,93.0,1953,65.7,42.0,1954,76.4,5:00 PM,6:20 AM,98,33,75,0,11.4,26.4,28.3,609.47,203.920892361111,3.6,14.9,6:15 PM,80.8,67.3,72.8,75.1,67.2,70.6,-,-,-,-,-,-,
6/6/2020,0,84.9,94.0,1988,66.6,37.0,1998,75.5,3:30 PM,11:55 PM,95,36,68,0,10.5,25.5,25.7,684.95,206.88103125,3.3,10.6,4:45 PM,81.4,68.8,73.9,76.1,68.6,71.9,-,-,-,-,-,-,
6/7/2020,0,74.3,94.0,1999,55.4,42.0,1958,66.6,2:35 PM,6:20 AM,92,46,66,0,1.6,16.6,14.8,668.87,109.202086805556,3.5,9.8,11:20 AM,77.8,65.8,71.1,73.4,66.9,70.2,-,-,-,-,-,-,
6/8/2020,0,81.2,95.0,1959,57.1,38.0,1994,69.1,3:20 PM,6:25 AM,88,39,60,0,4.0,19.0,19.1,698.71,68.2319375,3.8,7.7,2:20 PM,78.1,64.9,70.6,73.5,65.9,69.4,-,-,-,-,-,-,
6/9/2020,0.02,94.5,94.0,1959,58.1,41.0,1969,77.8,4:10 PM,4:10 AM,89,36,62,0,12.8,27.8,26.3,648.48,125.881909722222,5.5,15.1,8:55 PM,79.6,65.0,71.8,74.4,66.1,70.2,-,-,-,-,-,-,
6/10/2020,0.47,91.4,94.0,1999,69.4,41.0,1969,80.0,3:20 PM,6:30 PM,98,55,76,0,15.0,30.0,30.3,517.72,177.231597222222,10.4,20.0,6:20 PM,79.3,71.4,74.3,75.2,70.6,72.5,-,-,-,-,-,-,
6/11/2020,0.01,78.6,96.0,1999,60.8,38.0,1972,70.0,5:10 PM,5:35 AM,92,36,62,0,5.0,20.0,19.7,713.47,240.162847222222,8.4,16.1,3:15 AM,77.0,67.6,71.5,73.3,68.1,70.6,-,-,-,-,-,-,
6/12/2020,0,77.4,96.0,1956,59.1,40.0,1972,69.1,2:55 PM,6:15 AM,87,44,63,0,4.0,19.0,18.2,599.17,152.069805555556,3.7,11.3,11:40 PM,77.7,65.9,70.9,73.4,66.7,69.8,-,-,-,-,-,-,
6/13/2020,0.27,64.3,96.0,1956,53.8,46.0,1985,59.8,5:20 PM,4:55 AM,93,41,70,5.2,0,9.7,9.0,681.84,56.4780243055556,7.0,14.7,3:35 PM,72.9,64.8,68.0,70.2,65.8,67.9,-,-,-,-,-,-,
6/14/2020,0,66.6,97.0,1988,52.4,45.0,1978,60.4,3:15 PM,6:20 AM,86,44,64,4.5,0,10.4,9.50,755.66,58.0835347222223,5.8,15.6,11:45 AM,72.6,61.7,66.1,69.4,63.2,66.0,-,-,-,-,-,-,
6/15/2020,0,73.6,97.0,1994,56.4,45.0,1997,65.2,3:00 PM,5:20 AM,87,64,74,0,0.2,15.2,15.0,644.61,53.748875,4.9,11.4,4:05 PM,74.0,62.1,67.2,70.4,63.2,66.4,-,-,-,-,-,-,
6/16/2020,0,80.0,97.0,1994,55.9,40.0,1999,69.0,4:00 PM,5:50 AM,96,49,70,0,3.9,18.9,17.9,716.37,51.7817048611111,3.5,11.7,6:45 PM,77.7,63.4,69.7,73.0,64.3,68.3,-,-,-,-,-,-,
6/17/2020,0,81.7,100.0,1957,56.2,45.0,1958,70.1,5:35 PM,5:10 AM,95,44,66,0,5.0,20.0,18.9,687.73,50.5889618055555,3.8,10.2,6:15 PM,77.9,63.7,70.0,73.1,64.8,68.7,-,-,-,-,-,-,
6/18/2020,0,83.0,95.0,1994,60.0,42.0,1999,72.3,3:35 PM,4:05 AM,91,51,70,0,7.3,22.3,21.5,670.7,56.6842013888889,3.0,11.8,4:00 PM,79.7,65.5,71.6,74.4,66.1,70.0,-,-,-,-,-,-,
6/19/2020,0,86.2,97.0,1953,62.4,45.0,1999,74.7,3:25 PM,5:50 AM,97,45,71,0,9.7,24.7,24.3,584.22,92.6197361111111,2.3,9.9,4:05 PM,80.3,67.0,72.8,74.9,67.5,71.2,-,-,-,-,-,-,
6/20/2020,0,91.4,100.0,1953,62.0,40.0,1992,78.1,5:25 PM,5:20 AM,96,35,64,0,13.0,28.0,26.6,648.67,108.943611111111,3.1,8.0,6:20 PM,82.0,67.3,74.0,76.8,67.9,72.1,-,-,-,-,-,-,
6/21/2020,0.12,88.5,99.0,1988,68.2,40.0,1992,78.5,3:30 PM,9:00 PM,94,51,68,0,13.5,28.5,28.3,595.34,194.552152777778,4.9,15.9,7:45 PM,82.3,70.1,75.2,76.9,70.2,73.3,-,-,-,-,-,-,
6/22/2020,0.02,85.7,99.0,1988,68.3,45.0,1963,75.1,5:30 PM,2:45 AM,96,55,80,0,10.1,25.1,27,431.29,149.963784722222,2.9,6.5,6:20 PM,80.9,71.1,75.1,76.7,70.9,73.5,-,-,-,-,-,-,
6/23/2020,0.23,77.4,92.0,1965,62.1,44.0,1963,71.6,1:55 PM,11:45 PM,97,61,80,0,6.6,21.6,19.7,476.86,213.537152777778,7.2,16.3,3:25 PM,77.0,70.1,73.4,74.3,71.0,72.6,-,-,-,-,-,-,
6/24/2020,0,77.9,94.0,1964,60.0,42.0,1961,68.1,4:30 PM,3:00 AM,91,44,68,0,3.1,18.1,18.9,636.4,225.4125,4.9,10.7,5:25 PM,78.1,67.3,71.5,74.0,68.0,70.7,-,-,-,-,-,-,
6/25/2020,0,82.6,104.0,1988,57.7,44.0,1979,70.8,6:45 PM,6:10 AM,92,40,65,0,5.8,20.8,20.1,593.18,201.192013888889,4.5,11.5,4:40 PM,76.2,65.5,70.6,72.5,66.6,69.7,-,-,-,-,-,-,
6/26/2020,0.05,86.3,96.0,1998,63.1,45.0,1979,73.7,2:20 PM,5:35 AM,89,40,73,0,8.6,23.6,24.6,422.67,166.355243055555,4.0,11.1,1:50 PM,76.4,66.6,71.1,72.5,67.2,70.0,-,-,-,-,-,-,
6/27/2020,0.04,83.9,95.0,1963,69.6,46.0,2004,75.9,7:05 PM,3:10 AM,91,66,82,0,10.8,25.8,26.7,388.12,230.247916666667,8.7,14.1,2:10 AM,76.5,69.8,72.5,73.4,69.6,71.2,-,-,-,-,-,-,
6/28/2020,0,84.9,97.0,1971,67.2,51.0,1958,76.0,3:50 PM,11:50 PM,96,49,78,0,10.9,25.9,26.0,563.21,141.665972222222,3.3,7.5,0:30 AM,81.1,70.3,74.8,76.9,70.1,73.0,-,-,-,-,-,-,
6/29/2020,0.01,86.7,100.0,1971,61.2,46.0,1988,74.8,5:20 PM,6:25 AM,97,46,72,0,9.8,24.8,23.9,702.02,65.2313159722222,2.2,7.2,3:25 PM,83.4,68.2,75.1,78.3,69.1,73.4,-,-,-,-,-,-,
6/30/2020,0,87.3,100.0,1953,60.2,43.0,1988,74.8,4:15 PM,5:55 AM,97,46,71,0,9.7,24.7,23.7,706.99,62.3481770833333,3.4,10.2,5:30 PM,83.1,68.3,75.1,78.1,69.5,73.7,-,-,-,-,-,-,
7/1/2020,0,85.2,99.0,1953,63.5,45.0,1965,75.5,4:55 PM,5:00 AM,87,49,68,0,10.4,25.4,24.3,706.09,53.0937256944445,4.3,11.2,3:25 PM,82.4,68.7,74.8,77.8,69.7,73.5,-,-,-,-,-,-,
7/2/2020,0,89.5,96.0,1956,62.1,46.0,1995,76.9,7:10 PM,6:15 AM,96,41,69,0,11.9,26.9,25.7,692.59,84.0507222222222,2.2,9.3,12:45 PM,84.8,69.0,76.2,79.5,69.9,74.4,-,-,-,-,-,-,
7/3/2020,0,94.1,96.0,1963,64.7,49.0,2005,80.3,4:55 PM,6:00 AM,91,40,67,0,15.2,30.2,29.4,667.95,143.857291666667,2.4,7.1,1:00 PM,86.9,70.2,77.9,81.0,71.0,75.7,-,-,-,-,-,-,
7/4/2020,0,89.7,98.0,1955,68.9,47.0,1996,80.3,3:05 PM,11:55 PM,96,43,69,0,15.2,30.2,29.2,678.03,56.8963993055556,3.1,9.1,2:30 PM,87.2,73.7,79.3,81.7,73.7,77.3,-,-,-,-,-,-,
7/5/2020,0,91.6,97.0,1988,59.4,47.0,1979,77.2,4:00 PM,6:20 AM,95,32,64,0,12.1,27.1,25.4,689.49,85.0482222222222,2.3,8.2,4:20 PM,87.3,70.1,78.0,81.4,71.5,76.3,-,-,-,-,-,-,
7/6/2020,0,96.1,98.0,1988,67.3,46.0,1972,81.6,3:20 PM,3:15 AM,85,36,61,0,16.5,31.5,31.7,657.47,86.5073263888889,2.9,9.1,5:55 PM,88.5,72.3,79.4,82.7,72.9,77.3,-,-,-,-,-,-,
7/7/2020,0,94.3,99.0,1988,73.0,49.0,1968,82.7,2:20 PM,6:50 AM,87,42,66,0,17.7,32.7,33.6,555.73,163.083020833333,3.6,10.0,3:35 PM,87.8,74.4,80.3,82.3,74.6,78.4,-,-,-,-,-,-,
7/8/2020,0.01,95.5,97.0,1988,69.8,48.0,1954,79.9,5:00 PM,6:05 AM,94,44,76,0,14.8,29.8,32.6,513.19,178.740635416667,3.8,14.5,7:35 PM,88.7,74.4,80.3,83.1,74.7,78.5,-,-,-,-,-,-,
7/9/2020,0,95.9,98.0,1988,68.8,47.0,1963,80.9,4:45 PM,6:20 AM,98,43,75,0,15.9,30.9,32.3,575.86,140.949236111111,2.9,10.1,9:00 PM,89.8,73.9,80.9,83.9,74.6,78.9,-,-,-,-,-,-,
7/10/2020,0.09,91.4,98.0,1989,71.0,47.0,1963,77.9,12:15 PM,5:35 AM,94,58,82,0,12.9,27.9,31.1,416.09,186.544409722222,5.2,16.4,2:05 PM,84.9,74.9,78.9,80.0,75.3,77.8,-,-,-,-,-,-,
7/11/2020,0.06,87.0,92.0,1966,67.3,45.0,1998,76.7,5:55 PM,7:05 AM,94,44,70,0,11.6,26.6,27.1,663.06,272.841666666667,5.3,10.2,11:45 AM,86.5,72.9,78.8,81.7,73.7,77.3,-,-,-,-,-,-,
7/12/2020,0.26,84.9,95.0,1954,65.2,48.0,1978,73.7,2:45 PM,6:55 AM,95,47,76,0,8.7,23.7,25.0,497.08,228.867402777778,2.4,7.5,7:10 PM,86.5,71.8,77.8,81.1,72.9,76.6,-,-,-,-,-,-,
7/13/2020,0,82.8,96.0,1995,63.8,45.0,1999,72.9,4:45 PM,6:40 AM,98,50,76,0,7.8,22.8,23.3,617.87,156.380118055555,2.5,7.4,1:20 PM,87.2,70.7,77.7,81.6,72.2,76.5,-,-,-,-,-,-,
7/14/2020,0,87.0,99.0,1995,58.6,48.0,1967,73.2,6:25 PM,6:45 AM,97,41,71,0,8.1,23.1,22.8,624.91,95.1887673611112,2.6,8.1,8:05 PM,85.6,69.3,77.2,80.9,71.1,76.0,-,-,-,-,-,-,
7/15/2020,0,91.1,97.0,1995,63.0,49.0,1960,77.9,5:50 PM,5:25 AM,92,44,66,0,12.8,27.8,27.0,616.7,114.888194444444,4.0,8.6,6:00 PM,86.5,70.6,78.0,81.4,72.0,76.5,-,-,-,-,-,-,
7/16/2020,0.11,85.8,98.0,1980,71.9,53.0,1954,77.7,2:40 PM,1:00 AM,92,68,80,0,12.6,27.6,28.8,307.75,177.650347222222,4.4,12.6,10:50 AM,80.8,74.4,77.2,78.2,74.5,76.3,-,-,-,-,-,-,
7/17/2020,0,89.2,97.0,1953,66.2,50.0,1967,77.2,6:25 PM,5:55 AM,98,39,71,0,12.1,27.1,27.6,687.02,183.728923611111,2.8,7.7,1:50 PM,88.7,71.3,79.0,83.0,72.4,77.2,-,-,-,-,-,-,
7/18/2020,0,94.1,93.0,2002,64.5,50.0,1971,80.8,3:35 PM,6:20 AM,93,41,66,0,15.8,30.8,29.3,668.98,159.565277777778,5.0,11.4,3:50 PM,88.2,71.7,79.4,82.9,73.0,77.8,-,-,-,-,-,-,
7/19/2020,0.32,90.9,94.0,1957,72.5,51.0,1979,80.5,2:35 PM,4:50 PM,94,63,80,0,15.4,30.4,31.6,348.53,208.823263888889,7.3,15.3,4:45 PM,82.8,76.0,79.0,79.8,76.0,78.0,-,-,-,-,-,-,
7/20/2020,0,85.7,98.0,1957,69.4,45.0,1997,76.9,2:20 PM,6:55 AM,97,52,75,0,11.9,26.9,27.5,536.09,219.120486111111,4.8,10.3,3:40 PM,85.4,72.5,78.2,80.7,73.4,77.0,-,-,-,-,-,-,
7/21/2020,0,87.2,98.0,1980,66.2,47.0,1965,76.2,3:50 PM,7:00 AM,94,51,76,0,11.1,26.1,26.6,512.66,154.272055555555,2.8,9.7,7:45 PM,88.5,72.2,78.9,82.8,73.2,77.4,-,-,-,-,-,-,
7/22/2020,0.22,82.9,96.0,1983,69.2,48.0,1970,75.1,5:50 PM,6:10 AM,98,72,88,0,10.1,25.1,26.0,325.16,188.000694444445,6.3,13.8,4:40 PM,80.1,73.9,76.9,78.5,74.4,76.4,-,-,-,-,-,-,
7/23/2020,0.1,84.6,94.0,1978,70.1,50.0,1981,76.1,3:30 PM,11:50 PM,98,69,88,0,11.0,26.0,27.3,451.51,135.573347222222,3.6,9.0,4:45 PM,86.5,72.9,78.4,81.5,73.5,77.1,-,-,-,-,-,-,
7/24/2020,0,85.7,96.0,2002,67.0,51.0,1985,75.5,5:05 PM,11:55 PM,93,47,73,0,10.4,25.4,26.3,660.12,184.479628472222,2.4,7.8,3:40 PM,89.1,73.2,79.9,83.9,73.9,78.3,-,-,-,-,-,-,
7/25/2020,0,88.3,97.0,1965,60.3,48.0,1953,74.6,3:50 PM,6:30 AM,98,46,73,0,9.5,24.5,24.2,629.74,70.7332708333334,2.1,7.6,6:35 PM,88.7,71.0,79.2,83.6,72.7,78.0,-,-,-,-,-,-,
7/26/2020,0,92.4,97.0,1955,65.5,51.0,1977,79.2,5:25 PM,6:05 AM,93,47,73,0,14.2,29.2,28.9,612.6,175.327430555556,4.0,8.4,6:20 PM,89.1,72.6,80.1,83.7,73.8,78.5,-,-,-,-,-,-,
7/27/2020,0.39,90.7,99.0,1955,72.5,47.0,1962,78.7,1:45 PM,11:55 PM,97,61,86,0,13.6,28.6,31.5,333.42,219.671180555555,6.4,11.8,2:25 PM,86.7,76.6,79.4,82.0,76.6,78.5,-,-,-,-,-,-,
7/28/2020,0,85.0,97.0,1964,62.9,52.0,1991,75.4,3:35 PM,6:50 AM,97,49,75,0,10.3,25.3,23.9,640.4,225.936111111111,5.2,11.0,5:05 PM,85.7,71.4,78.0,81.3,73.0,77.1,-,-,-,-,-,-,
7/29/2020,0,88.5,97.0,1957,66.1,50.0,1968,77.4,4:55 PM,6:35 AM,90,48,71,0,12.4,27.4,27.3,629.37,211.13125,6.2,11.7,2:35 PM,85.4,71.2,77.6,81.2,72.5,76.6,-,-,-,-,-,-,
7/30/2020,0,81.5,97.0,1955,67.5,48.0,1997,74.5,2:30 PM,6:50 AM,96,62,80,0,9.4,24.4,24.4,368.67,116.134059027778,3.3,10.4,4:45 PM,82.6,73.2,77.4,79.5,74.1,76.7,-,-,-,-,-,-,
7/31/2020,0,81.9,98.0,1955,61.9,48.0,1997,73.1,5:35 PM,6:40 AM,92,48,73,0,8.0,23.0,21.8,542.8,94.5735694444445,2.4,8.4,5:50 PM,85.0,70.1,76.9,80.6,71.7,75.9,-,-,-,-,-,-,
8/1/2020,0.47,73.2,98.0,1955,65.0,49.0,1962,69.3,8:15 PM,4:10 AM,97,86,93,0,4.3,19.3,19.1,111.92,59.5208923611111,1.5,4.9,9:55 PM,75.8,72.4,74.0,76.8,73.2,74.1,-,-,-,-,-,-,
8/2/2020,0.06,73.1,99.0,1955,64.7,50.0,1959,69.4,7:35 PM,11:55 PM,98,84,95,0,4.4,19.4,18.9,165.34,197.567708333333,5.6,11.4,12:15 PM,74.2,70.5,73.0,74.1,71.6,72.9,-,-,-,-,-,-,
8/3/2020,0,82.9,99.0,1955,63.5,48.0,1965,71.3,4:40 PM,2:30 AM,98,64,87,0,6.3,21.3,23.2,502.78,170.781319444444,4.0,9.0,2:35 PM,83.0,68.4,74.3,78.5,69.2,73.2,-,-,-,-,-,-,
8/4/2020,0.01,76.2,97.0,1955,60.0,45.0,1950,68.8,3:00 PM,11:55 PM,97,66,85,0,3.8,18.8,18.1,422.48,277.058333333333,4.1,8.3,10:40 AM,79.9,71.4,74.7,77.2,71.7,74.1,-,-,-,-,-,-,
8/5/2020,0,75.1,97.0,1956,51.9,43.0,1994,63.7,1:55 PM,6:55 AM,96,55,78,1.3,0,13.6,13.4,525.58,174.448329861111,2.7,6.5,6:55 PM,80.0,66.2,72.6,76.1,68.1,72.4,-,-,-,-,-,-,
8/6/2020,0,78.8,92.0,1968,52.8,45.0,1997,65.6,4:05 PM,6:50 AM,97,47,76,0,0.6,15.6,15.8,508.04,84.0704722222222,1.8,8.0,2:40 PM,79.9,65.7,72.1,76.3,67.6,71.7,-,-,-,-,-,-,
8/7/2020,0,80.3,95.0,1965,54.1,45.0,1989,67.4,4:50 PM,7:00 AM,95,51,75,0,2.3,17.3,17.2,547.73,71.46978125,2.0,9.3,12:20 PM,81.4,66.1,72.8,77.0,67.8,72.1,-,-,-,-,-,-,
8/8/2020,0,84.3,92.0,1964,52.3,46.0,1989,69.2,6:15 PM,5:50 AM,97,40,70,0,4.2,19.2,18.3,646.66,125.777881944444,2.2,6.7,2:35 PM,84.4,65.9,74.4,79.2,67.7,73.2,-,-,-,-,-,-,
8/9/2020,0,89.2,94.0,1957,61.6,45.0,1994,75.9,4:40 PM,2:00 AM,93,51,72,0,10.8,25.8,25.4,601.15,163.885694444444,3.9,8.9,6:05 PM,86.3,69.5,76.9,80.7,70.5,75.3,-,-,-,-,-,-,
8/10/2020,0.03,90.5,92.0,1957,66.9,47.0,1972,78.6,3:35 PM,7:00 AM,95,55,76,0,13.6,28.6,28.7,556.7,166.284375,4.9,13.1,6:15 PM,86.7,72.0,78.6,81.7,72.7,76.9,-,-,-,-,-,-,
8/11/2020,0,84.5,94.0,1957,66.5,47.0,1967,75.0,4:00 PM,7:05 AM,95,61,80,0,9.9,24.9,25.5,536.11,215.616319444444,5.6,9.2,4:35 PM,85.1,72.6,78.0,80.6,73.4,76.8,-,-,-,-,-,-,
8/12/2020,0,83.6,93.0,2002,59.6,45.0,1967,72.5,5:00 PM,7:15 AM,96,49,73,0,7.4,22.4,21.5,532.82,51.5110069444444,2.7,9.1,10:50 AM,83.8,70.0,76.5,79.8,71.6,75.7,-,-,-,-,-,-,
8/13/2020,0,86.1,94.0,1995,56.1,48.0,1967,72.4,3:20 PM,6:15 AM,97,53,77,0,7.3,22.3,21.1,634.97,66.92325,2.6,10.6,5:50 PM,87.5,68.2,77.1,81.9,70.2,75.8,-,-,-,-,-,-,
8/14/2020,0.04,89.1,94.0,1959,69.5,45.0,1964,76.6,2:30 PM,5:45 AM,96,56,82,0,11.5,26.5,29.2,411.44,120.863100694444,4.5,11.1,4:20 PM,86.1,73.0,78.0,80.9,73.6,76.9,-,-,-,-,-,-,
8/15/2020,0.17,89.4,95.0,1965,67.1,45.0,1964,75.9,3:15 PM,7:00 AM,96,50,80,0,10.8,25.8,28.2,513.29,108.921486111111,2.6,8.9,8:40 PM,88.6,72.7,79.0,83.1,73.4,77.4,-,-,-,-,-,-,
8/16/2020,0.01,81.6,96.0,1965,63.7,44.0,1979,70.5,5:10 PM,6:40 AM,96,63,86,0,5.5,20.5,22.6,340.66,173.112385416667,3.5,8.1,3:20 PM,83.1,71.1,75.7,78.8,72.7,75.4,-,-,-,-,-,-,
8/17/2020,0,83.6,96.0,1988,57.9,46.0,1979,70.4,4:50 PM,5:55 AM,98,49,76,0,5.4,20.4,20.7,476.2,206.495138888889,3.0,7.8,1:20 PM,82.3,67.8,74.4,78.2,69.8,74.0,-,-,-,-,-,-,
8/18/2020,0,77.6,90.0,1955,59.4,45.0,1981,68.3,4:25 PM,11:45 PM,97,45,71,0,3.3,18.3,18.5,605.92,278.625805555556,3.3,8.8,12:55 PM,84.2,68.0,74.9,79.3,69.7,74.2,-,-,-,-,-,-,
8/19/2020,0,77.2,98.0,1955,52.6,48.0,1981,66.0,2:15 PM,7:05 AM,95,43,71,0,0.9,15.9,14.9,560.93,120.217211805556,2.5,7.9,10:00 AM,83.8,66.9,74.4,79.0,69.1,73.8,-,-,-,-,-,-,
8/20/2020,0,82.9,96.0,1955,48.9,46.0,1992,66.2,4:55 PM,6:30 AM,97,38,68,0,1.2,16.2,15.9,607.84,123.052256944444,2.1,7.3,3:05 PM,85.3,64.8,74.2,79.7,67.5,73.3,-,-,-,-,-,-,
8/21/2020,0,87.8,97.0,1955,53.9,39.0,1993,71.1,5:50 PM,4:40 AM,95,42,68,0,6.0,21.0,20.8,585.82,125.081840277778,2.2,6.8,1:45 PM,86.9,66.7,75.9,81.0,68.8,74.6,-,-,-,-,-,-,
8/22/2020,0,90.2,94.0,1959,57.2,44.0,1993,74.4,5:55 PM,7:15 AM,94,38,67,0,9.3,24.3,23.7,579.3,116.3459375,2.3,7.2,3:25 PM,88.0,68.7,77.6,82.1,70.5,76.1,-,-,-,-,-,-,
8/23/2020,0,90.2,96.0,1954,65.1,46.0,1987,76.7,5:25 PM,6:35 AM,95,46,73,0,11.7,26.7,27.6,472.94,173.422916666667,3.0,7.1,5:50 PM,87.1,71.8,78.5,81.4,72.8,77.0,-,-,-,-,-,-,
8/24/2020,0.27,90.5,93.0,1954,66.8,46.0,1987,77.1,3:25 PM,5:50 AM,96,53,79,0,12.0,27.0,28.6,494.27,172.404861111111,4.4,17.4,3:40 PM,87.4,72.4,78.5,81.4,73.3,77.2,-,-,-,-,-,-,
8/25/2020,0,88.8,94.0,1959,71.5,47.0,1984,78.5,12:55 PM,4:45 AM,95,42,75,0,13.5,28.5,30.1,439.36,247.438541666667,4.1,9.7,2:55 PM,86.2,73.0,78.5,81.2,73.7,77.2,-,-,-,-,-,-,
8/26/2020,0,91.7,98.0,1953,66.5,46.0,1984,78.2,4:50 PM,5:25 AM,93,48,73,0,13.2,28.2,29.1,456.95,158.832246527778,3.8,10.9,5:55 PM,87.0,72.3,78.7,82.1,73.4,77.4,-,-,-,-,-,-,
8/27/2020,0,94.1,98.0,1953,74.6,44.0,1986,80.3,4:10 PM,5:25 AM,92,44,78,0,15.2,30.2,34.3,413.06,225.259722222222,7.2,14.2,5:30 PM,86.4,74.8,79.3,81.7,75.1,78.0,-,-,-,-,-,-,
8/28/2020,0.49,92.0,97.0,1953,69.4,39.0,1986,76.0,2:15 PM,11:10 PM,98,57,89,0,11.0,26.0,30.6,271.34,187.426631944444,5.1,19.8,3:20 PM,86.9,74.0,78.0,81.4,75.3,77.3,-,-,-,-,-,-,
8/29/2020,0.35,80.3,97.0,1953,61.9,40.0,1965,71.7,4:40 PM,11:55 PM,97,56,81,0,6.6,21.6,21.0,407.15,243.739930555555,5.4,10.1,3:45 AM,80.9,71.3,75.1,78.2,72.2,74.9,-,-,-,-,-,-,
8/30/2020,0,75.4,99.0,1953,55.1,43.0,1986,64.2,4:00 PM,6:50 AM,94,52,77,0.7,0,14.2,15.2,563.15,196.100725694445,2.8,6.9,10:10 AM,81.8,65.9,72.7,77.8,68.1,72.7,-,-,-,-,-,-,
8/31/2020,0,83.1,100.0,1953,52.8,46.0,1976,67.9,4:25 PM,7:10 AM,98,43,75,0,2.8,17.8,17.9,566.47,74.26075,2.7,7.4,2:40 PM,82.4,64.7,72.8,78.2,67.0,72.4,-,-,-,-,-,-,
9/1/2020,0,85.0,102.0,1953,65.8,40.0,1994,74.5,3:10 PM,7:15 AM,98,64,86,0,9.4,24.4,25.4,388.35,165.017708333333,4.4,9.8,3:35 PM,81.7,69.7,75.2,78.0,70.6,74.2,-,-,-,-,-,-,
9/2/2020,0.39,79.2,105.0,1953,64.8,40.0,1994,73.7,2:00 PM,11:55 PM,98,75,89,0,8.7,23.7,21.9,243.57,197.230208333333,4.3,11.4,3:25 PM,77.5,72.2,75.2,75.9,73.3,74.6,-,-,-,-,-,-,
9/3/2020,0,85.8,103.0,1953,61.1,41.0,1994,73.6,4:35 PM,4:05 AM,99,40,74,0,8.5,23.5,23.4,517.82,178.800555555555,4.9,11.6,3:50 PM,80.5,68.6,73.6,77.2,69.7,73.1,-,-,-,-,-,-,
9/4/2020,0,78.0,96.0,1953,54.1,38.0,1997,66.3,4:05 PM,6:15 AM,90,36,63,0,1.2,16.2,16.0,564.16,267.447569444444,4.0,9.6,1:00 AM,78.6,65.9,71.9,75.5,68.0,71.9,-,-,-,-,-,-,
9/5/2020,0,84.0,97.0,1954,51.2,41.0,1988,67.1,4:25 PM,7:20 AM,91,32,63,0,2.0,17.0,17.5,464.97,214.447916666667,5.8,15.9,3:30 PM,75.8,64.1,69.8,73.2,66.2,69.9,-,-,-,-,-,-,
9/6/2020,0,74.9,97.0,1954,52.3,40.0,1962,65.4,1:05 PM,7:10 AM,98,54,79,0,0.4,15.4,13.5,293.95,138.587534722222,3.8,10.1,11:45 PM,74.0,64.7,69.4,71.6,66.5,69.5,-,-,-,-,-,-,
9/7/2020,1.52,73.2,94.0,1959,66.5,38.0,1986,70.0,5:10 AM,7:40 AM,97,63,87,0,5,20,19.8,67.84,170.124722222222,6.9,16.6,3:55 AM,70.9,67.7,69.0,69.9,68.2,69.0,-,-,-,-,-,-,
9/8/2020,0.06,86.7,94.0,1959,65.9,39.0,1986,72.4,3:45 PM,7:20 AM,98,61,88,0,7.4,22.4,26.2,406.41,151.626753472222,4.8,10.2,4:15 PM,80.0,68.2,73.0,76.1,68.5,71.7,-,-,-,-,-,-,
9/9/2020,0.01,78.3,95.0,1964,65.6,41.0,1986,69.8,3:55 PM,7:20 AM,99,80,94,0,4.8,19.8,21.9,300.37,121.918982638889,3.3,8.3,10:05 PM,79.2,71.1,74.0,76.2,71.2,73.1,-,-,-,-,-,-,
9/10/2020,0,70.8,94.0,1964,62.6,35.0,1995,67.6,9:50 AM,11:50 PM,99,88,94,0,2.5,17.5,16.6,84.85,103.391350694444,2.6,6.7,11:45 PM,73.7,70.0,72.5,73.8,70.8,72.4,-,-,-,-,-,-,
9/11/2020,0,66.9,96.0,1964,59.3,38.0,1995,62.4,6:05 PM,11:55 PM,92,79,85,2.6,0,12.3,13.0,240.36,62.2764270833333,3.9,8.6,2:40 PM,71.4,67.4,69.4,70.8,68.3,69.6,-,-,-,-,-,-,
