STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS
USC00332098,"DEFIANCE, OH US",2012-01-22,,,0,0,1,,21,13,20
USC00332098,"DEFIANCE, OH US",2012-01-23,,,0.27,0,0,,49,20,46
USC00332098,"DEFIANCE, OH US",2012-01-24,,,0,0,0,,50,30,30
USC00332098,"DEFIANCE, OH US",2012-01-25,,,0,0,0,,33,23,25
USC00332098,"DEFIANCE, OH US",2012-01-26,,,0.05,0,0,,31,24,31
USC00332098,"DEFIANCE, OH US",2012-01-27,,,0.33,0,0,,34,31,34
USC00332098,"DEFIANCE, OH US",2012-01-28,,,0.05,0.5,1,,41,31,32
USC00332098,"DEFIANCE, OH US",2012-01-29,,,0,0,0,,35,28,29
USC00332098,"DEFIANCE, OH US",2012-01-30,,,0,0,0,,35,19,21
USC00332098,"DEFIANCE, OH US",2012-01-31,,,0,0,0,,44,21,42
USC00332098,"DEFIANCE, OH US",2012-02-01,,,0.02,0,0,,55,42,45
USC00332098,"DEFIANCE, OH US",2012-02-02,,,0,0,0,,45,32,34
USC00332098,"DEFIANCE, OH US",2012-02-03,,,0,0,0,,44,25,25
USC00332098,"DEFIANCE, OH US",2012-02-04,,,0.21,0,1,,47,25,32
USC00332098,"DEFIANCE, OH US",2012-02-05,,,0,0,0,,36,25,32
USC00332098,"DEFIANCE, OH US",2012-02-06,,,0,0,0,,44,26,27
USC00332098,"DEFIANCE, OH US",2012-02-07,,,0,0,0,,43,27,30
USC00332098,"DEFIANCE, OH US",2012-02-08,,,0,0,0,,36,26,26
USC00332098,"DEFIANCE, OH US",2012-02-09,,,0,0,0,,36,22,22
USC00332098,"DEFIANCE, OH US",2012-02-10,,,0,0,0,,34,22,29
USC00332098,"DEFIANCE, OH US",2012-02-11,,,0.09,0,1,,31,10,10
USC00332098,"DEFIANCE, OH US",2012-02-12,,,0,0,1,,20,9,18
USC00332098,"DEFIANCE, OH US",2012-02-13,,,0,0,1,,30,18,19
USC00332098,"DEFIANCE, OH US",2012-02-14,,,0.1,2,2,,35,18,28
USC00332098,"DEFIANCE, OH US",2012-02-15,,,0,0,1,,33,28,32
USC00332098,"DEFIANCE, OH US",2012-02-16,,,0.16,0,0,,39,32,38
USC00332098,"DEFIANCE, OH US",2012-02-17,,,0,0,0,,43,29,29
USC00332098,"DEFIANCE, OH US",2012-02-18,,,0,0,0,,44,29,31
USC00332098,"DEFIANCE, OH US",2012-02-19,,,0,0,0,,42,21,22
USC00332098,"DEFIANCE, OH US",2012-02-20,,,0,0,0,,37,19,37
USC00332098,"DEFIANCE, OH US",2012-02-21,,,0,0,0,,37,28,37
USC00332098,"DEFIANCE, OH US",2012-02-22,,,0.16,0,0,,45,32,36
USC00332098,"DEFIANCE, OH US",2012-02-23,,,0.05,0,0,,47,32,32
USC00332098,"DEFIANCE, OH US",2012-02-24,,,0.3,0,0,,40,32,34
USC00332098,"DEFIANCE, OH US",2012-02-25,,,0.03,0,0,,42,26,26
USC00332098,"DEFIANCE, OH US",2012-02-26,,,0,0,0,,33,20,20
USC00332098,"DEFIANCE, OH US",2012-02-27,,,0,0,0,,43,20,38
USC00332098,"DEFIANCE, OH US",2012-02-28,,,0,0,0,,48,21,22
USC00332098,"DEFIANCE, OH US",2012-02-29,,,0.61,0,0,,43,22,36
USC00332098,"DEFIANCE, OH US",2012-03-01,,,0.16,0,0,,65,35,36
USC00332098,"DEFIANCE, OH US",2012-03-02,,,0,0,0,,39,31,34
USC00332098,"DEFIANCE, OH US",2012-03-03,,,0.67,0,0,,55,32,32
USC00332098,"DEFIANCE, OH US",2012-03-04,,,0,0,0,,36,27,29
USC00332098,"DEFIANCE, OH US",2012-03-05,,,0.05,0,0,,35,24,24
USC00332098,"DEFIANCE, OH US",2012-03-06,,,0,0,0,,33,24,31
USC00332098,"DEFIANCE, OH US",2012-03-07,,,0,0,0,,61,31,47
USC00332098,"DEFIANCE, OH US",2012-03-08,,,0.27,0,0,,66,43,47
USC00332098,"DEFIANCE, OH US",2012-03-09,,,0,0,0,,47,32,37
USC00332098,"DEFIANCE, OH US",2012-03-10,,,0,0,0,,37,22,30
USC00332098,"DEFIANCE, OH US",2012-03-11,,,0,0,0,,49,22,33
USC00332098,"DEFIANCE, OH US",2012-03-12,,,0.1,0,0,,65,31,49
USC00332098,"DEFIANCE, OH US",2012-03-13,,,0.25,0,0,,64,49,50
USC00332098,"DEFIANCE, OH US",2012-03-14,,,0,0,0,,71,41,48
USC00332098,"DEFIANCE, OH US",2012-03-15,,,0.3,0,0,,78,41,61
USC00332098,"DEFIANCE, OH US",2012-03-16,,,0.25,0,0,,80,56,56
USC00332098,"DEFIANCE, OH US",2012-03-17,,,0,0,0,,76,51,54
USC00332098,"DEFIANCE, OH US",2012-03-18,,,0.13,0,0,,76,54,57
USC00332098,"DEFIANCE, OH US",2012-03-19,,,0,0,0,,76,56,56
USC00332098,"DEFIANCE, OH US",2012-03-20,,,0,0,0,,81,56,58
USC00332098,"DEFIANCE, OH US",2012-03-21,,,0,0,0,,81,58,61
USC00332098,"DEFIANCE, OH US",2012-03-22,,,0,0,0,,85,56,82
USC00332098,"DEFIANCE, OH US",2012-03-23,,,0,0,0,,85,56,58
USC00332098,"DEFIANCE, OH US",2012-03-24,,,1.85,0,0,,71,55,57
USC00332098,"DEFIANCE, OH US",2012-03-25,,,0,0,0,,65,53,56
USC00332098,"DEFIANCE, OH US",2012-03-26,,,0,0,0,,70,36,36
USC00332098,"DEFIANCE, OH US",2012-03-27,,,0,0,0,,48,29,30
USC00332098,"DEFIANCE, OH US",2012-03-28,,,0,0,0,,58,30,56
USC00332098,"DEFIANCE, OH US",2012-03-29,,,0,0,0,,71,36,37
USC00332098,"DEFIANCE, OH US",2012-03-30,,,0,0,0,,51,35,36
USC00332098,"DEFIANCE, OH US",2012-03-31,,,0.02,0,0,,57,36,42
USC00332098,"DEFIANCE, OH US",2012-04-01,,,0,0,0,,60,39,60
USC00332098,"DEFIANCE, OH US",2012-04-02,,,0,0,0,,67,38,39
USC00332098,"DEFIANCE, OH US",2012-04-03,,,0,0,0,,57,39,42
USC00332098,"DEFIANCE, OH US",2012-04-04,,,0.55,0,0,,71,42,42
USC00332098,"DEFIANCE, OH US",2012-04-05,,,0,0,0,,63,36,39
USC00332098,"DEFIANCE, OH US",2012-04-06,,,0,0,0,,50,30,33
USC00332098,"DEFIANCE, OH US",2012-04-07,,,0,0,0,,58,31,34
USC00332098,"DEFIANCE, OH US",2012-04-08,,,0.04,0,0,,63,34,51
USC00332098,"DEFIANCE, OH US",2012-04-09,,,0,0,0,,61,46,50
USC00332098,"DEFIANCE, OH US",2012-04-10,,,0,0,0,,64,35,36
USC00332098,"DEFIANCE, OH US",2012-04-11,,,0,0,0,,42,31,36
USC00332098,"DEFIANCE, OH US",2012-04-12,,,0,0,0,,53,31,36
USC00332098,"DEFIANCE, OH US",2012-04-13,,,0,0,0,,59,34,38
USC00332098,"DEFIANCE, OH US",2012-04-14,,,0.07,0,0,,63,38,50
USC00332098,"DEFIANCE, OH US",2012-04-15,,,0.06,0,0,,62,50,62
USC00332098,"DEFIANCE, OH US",2012-04-16,,,0.05,0,0,,78,62,63
USC00332098,"DEFIANCE, OH US",2012-04-17,,,0,0,0,,67,39,45
USC00332098,"DEFIANCE, OH US",2012-04-18,,,0,0,0,,62,38,45
USC00332098,"DEFIANCE, OH US",2012-04-19,,,0.1,0,0,,66,45,55
USC00332098,"DEFIANCE, OH US",2012-04-20,,,0,0,0,,77,55,56
USC00332098,"DEFIANCE, OH US",2012-04-21,,,0.32,0,0,,74,39,40
USC00332098,"DEFIANCE, OH US",2012-04-22,,,0,0,0,,52,33,40
USC00332098,"DEFIANCE, OH US",2012-04-23,,,0,0,0,,51,36,42
USC00332098,"DEFIANCE, OH US",2012-04-24,,,0,0,0,,58,37,47
USC00332098,"DEFIANCE, OH US",2012-04-25,,,0,0,0,,63,39,44
USC00332098,"DEFIANCE, OH US",2012-04-26,,,0.35,0,0,,62,44,49
USC00332098,"DEFIANCE, OH US",2012-04-27,,,0,0,0,,60,31,44
USC00332098,"DEFIANCE, OH US",2012-04-28,,,0.07,0,0,,53,39,40
USC00332098,"DEFIANCE, OH US",2012-04-29,,,0.09,0,0,,50,35,50
USC00332098,"DEFIANCE, OH US",2012-04-30,,,0.05,0,0,,63,46,48
USC00332098,"DEFIANCE, OH US",2012-05-01,,,0.56,0,0,,77,48,56
USC00332098,"DEFIANCE, OH US",2012-05-02,,,0.5,0,0,,74,54,68
USC00332098,"DEFIANCE, OH US",2012-05-03,,,0,0,0,,83,66,67
USC00332098,"DEFIANCE, OH US",2012-05-04,,,0,0,0,,86,63,70
USC00332098,"DEFIANCE, OH US",2012-05-05,,,0.05,0,0,,83,57,61
USC00332098,"DEFIANCE, OH US",2012-05-06,,,0,0,0,,69,50,56
USC00332098,"DEFIANCE, OH US",2012-05-07,,,0.05,0,0,,74,53,54
USC00332098,"DEFIANCE, OH US",2012-05-08,,,0.15,0,0,,72,54,54
USC00332098,"DEFIANCE, OH US",2012-05-09,,,0,0,0,,74,50,62
USC00332098,"DEFIANCE, OH US",2012-05-10,,,0,0,0,,67,42,47
USC00332098,"DEFIANCE, OH US",2012-05-11,,,0,0,0,,66,42,56
USC00332098,"DEFIANCE, OH US",2012-05-12,,,0,0,0,,73,54,57
USC00332098,"DEFIANCE, OH US",2012-05-13,,,0,0,0,,78,55,72
USC00332098,"DEFIANCE, OH US",2012-05-14,,,0,0,0,,78,51,57
USC00332098,"DEFIANCE, OH US",2012-05-15,,,0,0,0,,76,51,53
USC00332098,"DEFIANCE, OH US",2012-05-16,,,0,0,0,,83,53,58
USC00332098,"DEFIANCE, OH US",2012-05-17,,,0,0,0,,68,44,57
USC00332098,"DEFIANCE, OH US",2012-05-18,,,0,0,0,,69,44,63
USC00332098,"DEFIANCE, OH US",2012-05-19,,,0,0,0,,88,55,68
USC00332098,"DEFIANCE, OH US",2012-05-20,,,0,0,0,,89,59,72
USC00332098,"DEFIANCE, OH US",2012-05-21,,,0,0,0,,89,50,71
USC00332098,"DEFIANCE, OH US",2012-05-22,,,0,0,0,,78,57,59
USC00332098,"DEFIANCE, OH US",2012-05-23,,,0,0,0,,74,50,58
USC00332098,"DEFIANCE, OH US",2012-05-24,,,0,0,0,,80,58,72
USC00332098,"DEFIANCE, OH US",2012-05-25,,,0,0,0,,85,72,78
USC00332098,"DEFIANCE, OH US",2012-05-26,,,0,0,0,,94,66,71
USC00332098,"DEFIANCE, OH US",2012-05-27,,,0,0,0,,86,64,71
USC00332098,"DEFIANCE, OH US",2012-05-28,,,0,0,0,,97,69,78
USC00332098,"DEFIANCE, OH US",2012-05-29,,,0.1,0,0,,95,67,67
USC00332098,"DEFIANCE, OH US",2012-05-30,,,0.05,0,0,,85,54,68
USC00332098,"DEFIANCE, OH US",2012-05-31,,,0,0,0,,80,50,55
USC00332098,"DEFIANCE, OH US",2012-06-01,,,0.3,0,0,,78,51,54
USC00332098,"DEFIANCE, OH US",2012-06-02,,,0,0,0,,75,47,53
USC00332098,"DEFIANCE, OH US",2012-06-03,,,0,0,0,,76,53,61
USC00332098,"DEFIANCE, OH US",2012-06-04,,,0,0,0,,82,57,60
USC00332098,"DEFIANCE, OH US",2012-06-05,,,0,0,0,,77,51,55
USC00332098,"DEFIANCE, OH US",2012-06-06,,,0,0,0,,75,47,57
USC00332098,"DEFIANCE, OH US",2012-06-07,,,0,0,0,,76,54,64
USC00332098,"DEFIANCE, OH US",2012-06-08,,,0,0,0,,83,55,69
USC00332098,"DEFIANCE, OH US",2012-06-09,,,0,0,0,,87,62,81
USC00332098,"DEFIANCE, OH US",2012-06-10,,,0,0,0,,90,61,73
USC00332098,"DEFIANCE, OH US",2012-06-11,,,0.01,0,0,,91,68,68
USC00332098,"DEFIANCE, OH US",2012-06-12,,,0.1,0,0,,81,67,74
USC00332098,"DEFIANCE, OH US",2012-06-13,,,0,0,0,,83,52,63
USC00332098,"DEFIANCE, OH US",2012-06-14,,,0,0,0,,75,51,61
USC00332098,"DEFIANCE, OH US",2012-06-15,,,0,0,0,,82,55,69
USC00332098,"DEFIANCE, OH US",2012-06-16,,,0,0,0,,90,69,70
USC00332098,"DEFIANCE, OH US",2012-06-17,,,0,0,0,,91,68,78
USC00332098,"DEFIANCE, OH US",2012-06-18,,,0,0,0,,85,64,73
USC00332098,"DEFIANCE, OH US",2012-06-19,,,0,0,0,,95,73,77
USC00332098,"DEFIANCE, OH US",2012-06-20,,,0,0,0,,96,70,77
USC00332098,"DEFIANCE, OH US",2012-06-21,,,0,0,0,,95,75,77
USC00332098,"DEFIANCE, OH US",2012-06-22,,,0.15,0,0,,95,62,69
USC00332098,"DEFIANCE, OH US",2012-06-23,,,0,0,0,,89,60,68
USC00332098,"DEFIANCE, OH US",2012-06-24,,,0,0,0,,97,68,73
USC00332098,"DEFIANCE, OH US",2012-06-25,,,0,0,0,,93,66,70
USC00332098,"DEFIANCE, OH US",2012-06-26,,,0,0,0,,77,52,67
USC00332098,"DEFIANCE, OH US",2012-06-27,,,0,0,0,,81,59,69
USC00332098,"DEFIANCE, OH US",2012-06-28,,,0,0,0,,92,68,78
USC00332098,"DEFIANCE, OH US",2012-06-29,,,0,0,0,,107,67,81
USC00332098,"DEFIANCE, OH US",2012-06-30,,,0.35,0,0,,96,65,71
USC00332098,"DEFIANCE, OH US",2012-07-01,,,0,0,0,,92,69,76
USC00332098,"DEFIANCE, OH US",2012-07-02,,,0,0,0,,99,65,76
USC00332098,"DEFIANCE, OH US",2012-07-03,,,0,0,0,,99,76,82
USC00332098,"DEFIANCE, OH US",2012-07-04,,,0,0,0,,101,76,81
USC00332098,"DEFIANCE, OH US",2012-07-05,,,0,0,0,,102,79,81
USC00332098,"DEFIANCE, OH US",2012-07-06,,,0,0,0,,102,73,83
USC00332098,"DEFIANCE, OH US",2012-07-07,,,0,0,0,,104,73,86
USC00332098,"DEFIANCE, OH US",2012-07-08,,,0,0,0,,103,71,73
USC00332098,"DEFIANCE, OH US",2012-07-09,,,0,0,0,,89,64,76
USC00332098,"DEFIANCE, OH US",2012-07-10,,,0,0,0,,91,64,71
USC00332098,"DEFIANCE, OH US",2012-07-11,,,0,0,0,,88,61,71
USC00332098,"DEFIANCE, OH US",2012-07-12,,,0,0,0,,90,59,67
USC00332098,"DEFIANCE, OH US",2012-07-13,,,0,0,0,,92,67,72
USC00332098,"DEFIANCE, OH US",2012-07-14,,,0,0,0,,91,66,68
USC00332098,"DEFIANCE, OH US",2012-07-15,,,0.03,0,0,,90,68,74
USC00332098,"DEFIANCE, OH US",2012-07-16,,,0,0,0,,99,67,77
USC00332098,"DEFIANCE, OH US",2012-07-17,,,0,0,0,,100,75,82
USC00332098,"DEFIANCE, OH US",2012-07-18,,,0.1,0,0,,101,74,81
USC00332098,"DEFIANCE, OH US",2012-07-19,,,0.45,0,0,,95,70,71
USC00332098,"DEFIANCE, OH US",2012-07-20,,,0.4,0,0,,88,62,62
USC00332098,"DEFIANCE, OH US",2012-07-21,,,0,0,0,,78,59,68
USC00332098,"DEFIANCE, OH US",2012-07-22,,,0,0,0,,87,68,81
USC00332098,"DEFIANCE, OH US",2012-07-23,,,0.1,0,0,,94,72,73
USC00332098,"DEFIANCE, OH US",2012-07-24,,,0.1,0,0,,97,72,75
USC00332098,"DEFIANCE, OH US",2012-07-25,,,0.2,0,0,,85,63,68
USC00332098,"DEFIANCE, OH US",2012-07-26,,,0,0,0,,89,68,82
USC00332098,"DEFIANCE, OH US",2012-07-27,,,0,0,0,,93,69,75
USC00332098,"DEFIANCE, OH US",2012-07-28,,,0.02,0,0,,91,65,68
USC00332098,"DEFIANCE, OH US",2012-07-29,,,0,0,0,,82,62,64
USC00332098,"DEFIANCE, OH US",2012-07-30,,,0,0,0,,86,64,73
USC00332098,"DEFIANCE, OH US",2012-07-31,,,0,0,0,,91,64,71
USC00332098,"DEFIANCE, OH US",2012-08-01,,,0,0,0,,89,66,70
USC00332098,"DEFIANCE, OH US",2012-08-02,,,0,0,0,,91,61,68
USC00332098,"DEFIANCE, OH US",2012-08-03,,,0,0,0,,92,61,73
USC00332098,"DEFIANCE, OH US",2012-08-04,,,0,0,0,,94,67,73
USC00332098,"DEFIANCE, OH US",2012-08-05,,,1.64,0,0,,91,69,74
USC00332098,"DEFIANCE, OH US",2012-08-06,,,0.2,0,0,,91,57,63
USC00332098,"DEFIANCE, OH US",2012-08-07,,,0,0,0,,83,59,70
USC00332098,"DEFIANCE, OH US",2012-08-08,,,0,0,0,,88,68,73
USC00332098,"DEFIANCE, OH US",2012-08-09,,,0,0,0,,90,69,70
USC00332098,"DEFIANCE, OH US",2012-08-10,,,0.35,0,0,,78,62,62
USC00332098,"DEFIANCE, OH US",2012-08-11,,,0.3,0,0,,69,58,67
USC00332098,"DEFIANCE, OH US",2012-08-12,,,0.03,0,0,,73,57,65
USC00332098,"DEFIANCE, OH US",2012-08-13,,,0,0,0,,80,63,68
USC00332098,"DEFIANCE, OH US",2012-08-14,,,0.4,0,0,,74,62,63
USC00332098,"DEFIANCE, OH US",2012-08-15,,,0,0,0,,75,59,62
USC00332098,"DEFIANCE, OH US",2012-08-16,,,0.03,0,0,,81,62,70
USC00332098,"DEFIANCE, OH US",2012-08-17,,,0.01,0,0,,77,60,66
USC00332098,"DEFIANCE, OH US",2012-08-18,,,0,0,0,,79,52,61
USC00332098,"DEFIANCE, OH US",2012-08-19,,,0,0,0,,75,55,70
USC00332098,"DEFIANCE, OH US",2012-08-20,,,0,0,0,,79,53,59
USC00332098,"DEFIANCE, OH US",2012-08-21,,,0,0,0,,79,58,60
USC00332098,"DEFIANCE, OH US",2012-08-22,,,0,0,0,,82,53,58
USC00332098,"DEFIANCE, OH US",2012-08-23,,,0,0,0,,84,56,62
USC00332098,"DEFIANCE, OH US",2012-08-24,,,0,0,0,,86,59,63
USC00332098,"DEFIANCE, OH US",2012-08-25,,,0,0,0,,89,63,68
USC00332098,"DEFIANCE, OH US",2012-08-26,,,0,0,0,,91,67,68
USC00332098,"DEFIANCE, OH US",2012-08-27,,,0.6,0,0,,89,68,69
USC00332098,"DEFIANCE, OH US",2012-08-28,,,0.34,0,0,,83,60,71
USC00332098,"DEFIANCE, OH US",2012-08-29,,,0,0,0,,83,59,64
USC00332098,"DEFIANCE, OH US",2012-08-30,,,0,0,0,,82,57,59
USC00332098,"DEFIANCE, OH US",2012-08-31,,,0,0,0,,84,59,64
USC00332098,"DEFIANCE, OH US",2012-09-01,,,0.01,0,0,,92,64,73
USC00332098,"DEFIANCE, OH US",2012-09-02,,,0.33,0,0,,92,68,71
USC00332098,"DEFIANCE, OH US",2012-09-03,,,0,0,0,,80,67,73
USC00332098,"DEFIANCE, OH US",2012-09-04,,,0.35,0,0,,86,70,73
USC00332098,"DEFIANCE, OH US",2012-09-05,,,0,0,0,,86,66,73
USC00332098,"DEFIANCE, OH US",2012-09-06,,,0.4,0,0,,81,65,66
USC00332098,"DEFIANCE, OH US",2012-09-07,,,0,0,0,,86,61,69
USC00332098,"DEFIANCE, OH US",2012-09-08,,,0.98,0,0,,78,60,62
USC00332098,"DEFIANCE, OH US",2012-09-09,,,0,0,0,,74,54,61
USC00332098,"DEFIANCE, OH US",2012-09-10,,,0,0,0,,70,50,52
USC00332098,"DEFIANCE, OH US",2012-09-11,,,0,0,0,,74,52,56
USC00332098,"DEFIANCE, OH US",2012-09-12,,,0,0,0,,78,52,56
USC00332098,"DEFIANCE, OH US",2012-09-13,,,0,0,0,,82,56,70
USC00332098,"DEFIANCE, OH US",2012-09-14,,,0.01,0,0,,82,53,53
USC00332098,"DEFIANCE, OH US",2012-09-15,,,0.13,0,0,,70,48,53
USC00332098,"DEFIANCE, OH US",2012-09-16,,,0,0,0,,73,49,55
USC00332098,"DEFIANCE, OH US",2012-09-17,,,0,0,0,,76,54,56
USC00332098,"DEFIANCE, OH US",2012-09-18,,,0.22,0,0,,74,56,58
USC00332098,"DEFIANCE, OH US",2012-09-19,,,0,0,0,,66,41,44
USC00332098,"DEFIANCE, OH US",2012-09-20,,,0,0,0,,66,44,50
USC00332098,"DEFIANCE, OH US",2012-09-21,,,0,0,0,,73,48,53
USC00332098,"DEFIANCE, OH US",2012-09-22,,,0.38,0,0,,70,48,48
USC00332098,"DEFIANCE, OH US",2012-09-23,,,0.25,0,0,,55,40,45
USC00332098,"DEFIANCE, OH US",2012-09-24,,,0,0,0,,63,37,41
USC00332098,"DEFIANCE, OH US",2012-09-25,,,0,0,0,,67,41,45
USC00332098,"DEFIANCE, OH US",2012-09-26,,,0,0,0,,66,45,64
USC00332098,"DEFIANCE, OH US",2012-09-27,,,0,0,0,,71,53,59
USC00332098,"DEFIANCE, OH US",2012-09-28,,,0,0,0,,67,49,50
USC00332098,"DEFIANCE, OH US",2012-09-29,,,0,0,0,,66,45,60
USC00332098,"DEFIANCE, OH US",2012-09-30,,,0,0,0,,71,45,57
USC00332098,"DEFIANCE, OH US",2012-10-01,,,0,0,0,,71,42,43
USC00332098,"DEFIANCE, OH US",2012-10-02,,,0.39,0,0,,66,42,53
USC00332098,"DEFIANCE, OH US",2012-10-03,,,0.2,0,0,,62,53,59
USC00332098,"DEFIANCE, OH US",2012-10-04,,,0,0,0,,65,55,57
USC00332098,"DEFIANCE, OH US",2012-10-05,,,0.08,0,0,,76,53,53
USC00332098,"DEFIANCE, OH US",2012-10-06,,,0.92,0,0,,53,36,40
USC00332098,"DEFIANCE, OH US",2012-10-07,,,0,0,0,,53,39,42
USC00332098,"DEFIANCE, OH US",2012-10-08,,,0,0,0,,51,34,34
USC00332098,"DEFIANCE, OH US",2012-10-09,,,0,0,0,,54,34,48
USC00332098,"DEFIANCE, OH US",2012-10-10,,,0.03,0,0,,61,42,44
USC00332098,"DEFIANCE, OH US",2012-10-11,,,0,0,0,,56,33,40
USC00332098,"DEFIANCE, OH US",2012-10-12,,,0,0,0,,59,40,40
USC00332098,"DEFIANCE, OH US",2012-10-13,,,0,0,0,,52,35,40
USC00332098,"DEFIANCE, OH US",2012-10-14,,,0.09,0,0,,65,40,64
USC00332098,"DEFIANCE, OH US",2012-10-15,,,0,0,0,,71,48,48
USC00332098,"DEFIANCE, OH US",2012-10-16,,,0,0,0,,52,34,39
USC00332098,"DEFIANCE, OH US",2012-10-17,,,0,0,0,,60,39,55
USC00332098,"DEFIANCE, OH US",2012-10-18,,,0.74,0,0,,74,49,50
USC00332098,"DEFIANCE, OH US",2012-10-19,,,0.15,0,0,,54,45,47
USC00332098,"DEFIANCE, OH US",2012-10-20,,,0.21,0,0,,53,44,44
USC00332098,"DEFIANCE, OH US",2012-10-21,,,0,0,0,,55,39,39
USC00332098,"DEFIANCE, OH US",2012-10-22,,,0,0,0,,60,39,52
USC00332098,"DEFIANCE, OH US",2012-10-23,,,0.17,0,0,,73,52,59
USC00332098,"DEFIANCE, OH US",2012-10-24,,,0,0,0,,63,59,63
USC00332098,"DEFIANCE, OH US",2012-10-25,,,0,0,0,,78,58,62
USC00332098,"DEFIANCE, OH US",2012-10-26,,,0.15,0,0,,78,45,45
USC00332098,"DEFIANCE, OH US",2012-10-27,,,0.04,0,0,,50,37,37
USC00332098,"DEFIANCE, OH US",2012-10-28,,,0,0,0,,53,37,39
USC00332098,"DEFIANCE, OH US",2012-10-29,,,0,0,0,,48,37,37
USC00332098,"DEFIANCE, OH US",2012-10-30,,,0.15,0,0,,42,34,34
USC00332098,"DEFIANCE, OH US",2012-10-31,,,0.45,0,0,,39,32,38
USC00332098,"DEFIANCE, OH US",2012-11-01,,,0.01,0,0,,42,36,40
USC00332098,"DEFIANCE, OH US",2012-11-02,,,0,0,0,,51,35,35
USC00332098,"DEFIANCE, OH US",2012-11-03,,,0,0,0,,52,30,34
USC00332098,"DEFIANCE, OH US",2012-11-04,,,0,0,0,,44,29,34
USC00332098,"DEFIANCE, OH US",2012-11-05,,,0,0,0,,41,23,26
USC00332098,"DEFIANCE, OH US",2012-11-06,,,0,0,0,,43,23,25
USC00332098,"DEFIANCE, OH US",2012-11-07,,,0,0,0,,43,25,33
USC00332098,"DEFIANCE, OH US",2012-11-08,,,0,0,0,,48,24,30
USC00332098,"DEFIANCE, OH US",2012-11-09,,,0,0,0,,56,28,38
USC00332098,"DEFIANCE, OH US",2012-11-10,,,0.37,0,0,,59,38,39
USC00332098,"DEFIANCE, OH US",2012-11-11,,,0,0,0,,67,39,58
USC00332098,"DEFIANCE, OH US",2012-11-12,,,0.55,0,0,,67,44,44
USC00332098,"DEFIANCE, OH US",2012-11-13,,,0.1,0,0,,44,32,32
USC00332098,"DEFIANCE, OH US",2012-11-14,,,0,0,0,,41,22,22
USC00332098,"DEFIANCE, OH US",2012-11-15,,,0,0,0,,39,22,37
USC00332098,"DEFIANCE, OH US",2012-11-16,,,0,0,0,,44,26,26
USC00332098,"DEFIANCE, OH US",2012-11-17,,,0,0,0,,49,26,44
USC00332098,"DEFIANCE, OH US",2012-11-18,,,0,0,0,,52,28,39
USC00332098,"DEFIANCE, OH US",2012-11-19,,,0,0,0,,52,29,35
USC00332098,"DEFIANCE, OH US",2012-11-20,,,0,0,0,,55,35,41
USC00332098,"DEFIANCE, OH US",2012-11-21,,,0,0,0,,56,34,36
USC00332098,"DEFIANCE, OH US",2012-11-22,,,0,0,0,,61,35,35
USC00332098,"DEFIANCE, OH US",2012-11-23,,,0.18,0,0,,59,35,38
USC00332098,"DEFIANCE, OH US",2012-11-24,,,0,0,0,,38,29,30
USC00332098,"DEFIANCE, OH US",2012-11-25,,,0,0,0,,33,27,29
USC00332098,"DEFIANCE, OH US",2012-11-26,,,0,0,0,,42,27,27
USC00332098,"DEFIANCE, OH US",2012-11-27,,,0,0,0,,41,26,31
USC00332098,"DEFIANCE, OH US",2012-11-28,,,0,0,0,,38,25,26
USC00332098,"DEFIANCE, OH US",2012-11-29,,,0,0,0,,44,26,32
USC00332098,"DEFIANCE, OH US",2012-11-30,,,0,0,0,,49,26,34
USC00332098,"DEFIANCE, OH US",2012-12-01,,,0,0,0,,49,26,36
USC00332098,"DEFIANCE, OH US",2012-12-02,,,0.25,0,0,,56,33,53
USC00332098,"DEFIANCE, OH US",2012-12-03,,,0.05,0,0,,57,52,56
USC00332098,"DEFIANCE, OH US",2012-12-04,,,0.03,0,0,,63,56,56
USC00332098,"DEFIANCE, OH US",2012-12-05,,,0,0,0,,57,30,32
USC00332098,"DEFIANCE, OH US",2012-12-06,,,0.02,0,0,,36,25,27
USC00332098,"DEFIANCE, OH US",2012-12-07,,,0,0,0,,41,27,32
USC00332098,"DEFIANCE, OH US",2012-12-08,,,0.2,0,0,,46,32,42
USC00332098,"DEFIANCE, OH US",2012-12-09,,,0.03,0,0,,46,34,37
USC00332098,"DEFIANCE, OH US",2012-12-10,,,0.2,0,0,,42,35,37
USC00332098,"DEFIANCE, OH US",2012-12-11,,,0.04,0,0,,38,30,31
USC00332098,"DEFIANCE, OH US",2012-12-12,,,0,0,0,,33,24,31
USC00332098,"DEFIANCE, OH US",2012-12-13,,,0,0,0,,41,26,27
USC00332098,"DEFIANCE, OH US",2012-12-14,,,0,0,0,,42,27,29
USC00332098,"DEFIANCE, OH US",2012-12-15,,,0.01,0,0,,49,28,34
USC00332098,"DEFIANCE, OH US",2012-12-16,,,0.08,0,0,,53,29,50
USC00332098,"DEFIANCE, OH US",2012-12-17,,,0,0,0,,53,39,39
USC00332098,"DEFIANCE, OH US",2012-12-18,,,0.1,0,0,,42,32,36
USC00332098,"DEFIANCE, OH US",2012-12-19,,,0.02,0,0,,40,36,38
USC00332098,"DEFIANCE, OH US",2012-12-20,,,0.05,0,0,,42,37,39
