Date,Precip,MaxAirTemp,RecordMaxTemp,RecordMaxYear,MinAirTemp,RecordMinTemp,RecordMinYear,AvgAirTemp,MaxAirTempTime,MinAirTempTime,MaxRel.Hum.,MinRel.Hum.,Avg.Rel.Hum.,HDD,CDD,GDD,GDD Mod. Sine Wave,Solar Radiation (Langleys),AvgWindDir,AvgWindSpeed,MaxWindSpeed,TimeMaxWindSpeed,MaxSoilTemp2,MinSoilTemp2,AvgSoilTemp2,MaxSoilTemp4,MinSoilTemp4,AvgSoilTemp4,Max50cmAirTemp,Min50cmAirTemp,Avg50cmAirTemp,Max300cmAirTemp,Min300cmAirTemp,Avg300cmAirTemp
5/31/2014,0,84.1,94.4,1988,53.2,32,1966,69.4,3:55 PM,5:45 AM,91,42,63,0,4.3,19.3,18.6,624.65,,3.1,14.2,7:00 PM,82.3,61.2,71,75.1,62.8,68.7,-,-,-,-,-,-
6/1/2014,0,89,93.5,1988,52.5,38.8,1993,73.1,6:05 PM,5:35 AM,84,28,53,0,8.1,23.1,20.7,646.71,,2.2,10.2,5:00 PM,82.6,60.9,71.2,75.8,62.7,68.9,-,-,-,-,-,-
6/2/2014,0.04,85.6,91,1978,70.3,38.7,1994,76.9,3:15 PM,11:55 PM,94,54,74,0,11.8,26.8,27.9,347.82,,13.6,24.7,5:15 PM,75.9,68.9,71.7,71.9,68,69.9,-,-,-,-,-,-
6/3/2014,0,87.8,85,1963,61.7,39,1977,76.2,3:15 PM,11:35 PM,94,31,65,0,11.1,26.1,24.7,647.05,,13.3,24.7,1:00 PM,78.9,67.4,72.1,73.5,67,69.8,-,-,-,-,-,-
6/4/2014,0.55,71.4,90,1955,56,37,1965,60.8,10:05 AM,5:55 AM,97,59,84,4.2,0,10.7,13.6,121.89,,3.2,13.9,7:00 PM,69,60.9,64.1,69.4,62.6,64.9,-,-,-,-,-,-
6/5/2014,0,76.7,93.4,2005,52.9,39.5,1990,64.4,6:25 PM,6:50 AM,100,38,70,0.6,0,14.3,14.7,679.77,,0.9,10.9,10:45 AM,76.3,57.1,65.7,70.7,59.1,64.2,-,-,-,-,-,-
6/6/2014,0,81.4,94,1988,50.7,36.8,1998,68.1,5:20 PM,5:25 AM,93,31,59,0,3.1,18.1,16,677.34,,1.3,8.1,10:05 PM,79.6,58.2,68.4,73.5,60.4,66.6,-,-,-,-,-,-
6/7/2014,0,84.1,92.6,1988,55.1,44,1958,71.4,5:10 PM,5:50 AM,90,36,59,0,6.4,21.4,19.5,602.61,,1.4,9,11:00 PM,79.4,60.9,70.3,74.3,62.7,68.5,-,-,-,-,-,-
6/8/2014,0.29,76,91.9,2005,59,40.3,1998,66.5,5:00 PM,7:55 AM,96,58,76,0,1.4,16.4,17.4,352.96,,1.4,7.6,10:30 AM,72.9,64,67.8,70.6,64.8,67.3,-,-,-,-,-,-
6/9/2014,0,79,95.8,1999,54.6,38.9,1994,66.6,4:50 PM,5:10 AM,98,48,75,0,1.5,16.5,16.8,423.31,,0.8,7.5,7:10 PM,72.7,59.8,66.1,69.2,61.7,65.4,-,-,-,-,-,-
6/10/2014,0,77.7,96.9,1999,56.5,40,1972,67.7,4:50 PM,5:40 AM,96,67,82,0,2.7,17.7,17,336.67,,4.6,12.1,6:35 PM,71.4,60.5,65.7,68.4,62.2,65.2,-,-,-,-,-,-
6/11/2014,0.03,79.4,94.1,1999,65.6,37,1972,71.6,1:50 PM,6:10 AM,97,68,85,0,6.6,21.6,22.5,367.68,,6.3,11.9,3:50 PM,72.5,65,68.7,69.6,65,67.2,-,-,-,-,-,-
6/12/2014,0.22,77.5,95,1967,64.7,41,1980,70.6,4:20 PM,1:10 AM,97,64,84,0,5.5,20.5,21,408.5,,5.5,14.7,11:55 PM,74.5,65.8,69.1,70.4,65.6,67.6,-,-,-,-,-,-
6/13/2014,0.09,73,95.5,1984,54.9,43,1978,66.3,4:45 PM,11:55 PM,96,50,73,0,1.3,16.3,13.9,570.75,,6.4,15.2,6:05 PM,73.6,64.1,68,70.3,64.8,67.3,-,-,-,-,-,-
6/14/2014,0,79.5,97.3,1988,44.9,39,1959,63.5,7:30 PM,6:15 AM,97,30,63,1.4,0,13.5,13,687.47,,1.7,9.5,9:45 PM,81.2,56.1,68,74.1,59.6,66.4,-,-,-,-,-,-
6/15/2014,0,85.8,96.5,1994,53.1,42,1978,71.3,4:25 PM,3:40 AM,85,43,61,0,6.3,21.3,19.4,657.49,,4.3,12,6:35 PM,80.6,60.2,70.3,74.7,62.7,68.7,-,-,-,-,-,-
6/16/2014,0,89.2,100.6,1994,70.3,42,1961,79.4,5:20 PM,6:10 AM,86,47,68,0,14.3,29.3,29.7,542.25,,5,12.5,5:05 PM,84,68.5,75.7,77.7,68.3,72.6,-,-,-,-,-,-
6/17/2014,0,91.9,98.1,1994,71.2,44,1969,81.8,6:10 PM,3:45 AM,94,53,72,0,16.8,31.8,31.5,513.62,,10,23.3,4:10 PM,80.6,70.5,75.7,76.6,70.3,73.6,-,-,-,-,-,-
6/18/2014,0.19,92.4,100,1994,69.7,46,1960,77.8,3:10 PM,11:45 PM,96,51,82,0,12.8,27.8,31,407.66,,5.9,20.6,4:10 PM,84.9,71.9,76.3,78.7,71.5,74.3,-,-,-,-,-,-
6/19/2014,0.3,78.5,98.5,1994,65,48.7,1985,72.1,12:40 PM,11:55 PM,99,73,89,0,7.1,22.1,21.7,417.25,,2.2,9.8,3:25 PM,78.1,70,73.3,74.2,70.1,72.1,-,-,-,-,-,-
6/20/2014,0.22,73.7,97,1953,62.2,43,1970,67,4:15 PM,5:15 AM,97,77,92,0,1.9,16.9,17.9,255.66,,1.9,9.8,8:05 PM,74,65.7,69.1,71.3,67.2,69.1,-,-,-,-,-,-
6/21/2014,0,82,100.6,1988,59.7,40.1,1992,69.7,6:55 PM,7:05 AM,99,55,80,0,4.6,19.6,20.8,580.04,,0.6,7.3,9:05 PM,81.7,65.4,72.5,76,66.4,70.6,-,-,-,-,-,-
6/22/2014,0.12,82.5,98.8,1988,60.4,41,1992,71.6,5:00 PM,7:15 AM,93,42,68,0,6.5,21.5,21.4,514.36,,2.2,8.3,7:00 PM,80.4,66.1,72.3,75.4,67.5,71.2,-,-,-,-,-,-
6/23/2014,1.19,88.7,97.3,1983,63.2,45,1963,73.3,2:50 PM,5:35 AM,98,56,85,0,8.3,23.3,25.9,462.22,,4,14.1,4:05 PM,82.3,66.8,73.1,76.1,68.1,71.9,-,-,-,-,-,-
6/24/2014,0.7,83.3,94.8,1998,68.8,43,1961,73.3,2:15 PM,1:45 AM,99,75,92,0,8.3,23.3,26,318.41,,5.5,13.3,3:20 PM,77.3,68.7,72.3,73.3,69.4,71.3,-,-,-,-,-,-
6/25/2014,0.21,83,105.5,1988,66.6,44,1979,73.2,1:40 PM,11:45 PM,100,69,90,0,8.2,23.2,24.7,433.95,,0.3,11.8,3:35 PM,82,69.2,74.4,76.2,69.5,72.4,-,-,-,-,-,-
6/26/2014,0.01,83.1,100,1952,64.2,44.7,2004,72.9,5:50 PM,4:15 AM,99,61,85,0,7.9,22.9,23.6,541.93,,0.5,7,3:25 PM,82.5,68.3,74.9,77.1,69.6,73.2,-,-,-,-,-,-
6/27/2014,0,86.2,96,2005,61.8,46.2,1988,74.5,5:30 PM,5:00 AM,98,50,77,0,9.5,24.5,24,660.84,,2.6,9.1,9:40 AM,86.1,66.7,75.6,79.1,69,73.7,-,-,-,-,-,-
6/28/2014,0,88.7,99,1971,66.5,48.3,1992,78.2,5:20 PM,4:45 AM,97,51,77,0,13.1,28.1,27.6,530.37,,2.5,10.7,3:10 PM,87.4,69.1,77.3,79.7,70.8,75,-,-,-,-,-,-
6/29/2014,0,85.3,101,1952,71.1,47.5,2004,78.2,5:05 PM,3:55 AM,97,66,83,0,13.2,28.2,28.2,515.45,,6.4,16.5,2:15 PM,85.5,72.1,78.3,79.2,72.8,76,-,-,-,-,-,-
6/30/2014,0,87.2,96,1953,69.6,44.4,1988,78,5:05 PM,4:15 AM,98,67,84,0,12.9,27.9,28.3,543.44,,6,15.3,2:20 PM,87.3,71.8,78.7,80.5,72.8,76.4,-,-,-,-,-,-
7/1/2014,0.01,85.1,98,1966,67.3,39.6,1988,76.3,5:35 PM,6:45 AM,96,54,80,0,11.3,26.3,26.1,460.19,,8.5,22.1,3:35 AM,86,71.5,77.6,79.3,73.1,76,-,-,-,-,-,-
7/2/2014,0,80.8,97,1966,64.9,43.3,2001,73.8,3:00 PM,11:45 PM,93,57,76,0,8.8,23.8,22.8,582.66,,8,15.9,3:00 PM,84.3,70.4,77.2,78.6,72.1,75.4,-,-,-,-,-,-
7/3/2014,0,73.1,97,1966,53.2,47.3,1995,63.6,6:10 PM,11:30 PM,98,46,79,1.4,0,13.6,13.1,392.93,,4,12.7,1:40 PM,79.6,66.5,72,75.7,69.5,72.2,-,-,-,-,-,-
7/4/2014,0,78.2,98,1990,48.3,45.9,1996,64.7,3:20 PM,5:55 AM,96,36,68,0.2,0,14.7,13.4,667.58,,0.8,8.5,1:55 PM,87.7,60.6,73.3,78.8,65.2,71.5,-,-,-,-,-,-
7/5/2014,0,78.4,100.3,1988,48.8,38,1971,66.8,3:15 PM,6:15 AM,94,41,66,0,1.8,16.8,13.7,591.98,,2.6,10.5,1:40 PM,83.9,62.6,73.2,76.6,66.8,72,-,-,-,-,-,-
7/6/2014,0,81,102,1988,59.2,45.3,2001,71.4,4:25 PM,1:30 AM,87,59,72,0,6.4,21.4,20.1,501.23,,7.2,16.3,12:15 PM,81.7,66.5,73.6,75.8,68.6,72.1,-,-,-,-,-,-
7/7/2014,0,84.1,103,1988,69.7,47,1983,75.9,4:40 PM,11:45 PM,93,69,79,0,10.9,25.9,26.8,381.86,,13.1,19.5,10:35 AM,82,70.3,74.8,76.1,70.7,73.1,-,-,-,-,-,-
7/8/2014,0.97,80.3,99.6,1988,67.8,46.2,1984,72.9,5:35 PM,11:50 PM,98,57,86,0,7.8,22.8,24,408.33,,9.5,20.6,1:05 PM,76,69.8,72.4,73.8,70.7,71.9,-,-,-,-,-,-
7/9/2014,0.01,80,98.9,1988,61.3,46,1963,70.4,4:25 PM,5:05 AM,97,56,78,0,5.3,20.3,20.6,494.76,,4.9,13.8,12:40 AM,77.2,65,70.9,73,67.5,70.3,-,-,-,-,-,-
7/10/2014,0,81.6,96.3,1989,53.2,47,1953,68.2,5:05 PM,5:55 AM,98,44,75,0,3.2,18.2,17.3,647.59,,0.3,5,3:00 PM,85.7,61.8,72.6,76.9,65.4,70.6,-,-,-,-,-,-
7/11/2014,0,82.5,92.7,1989,53.8,49,1953,69.8,4:10 PM,6:20 AM,99,44,76,0,4.8,19.8,18.1,622.36,,1,6.5,10:20 AM,87.6,63.2,74.6,78.3,66.8,72.3,-,-,-,-,-,-
7/12/2014,0,85.9,97,1952,64.4,42,1978,75.9,5:20 PM,6:15 AM,95,59,77,0,10.9,25.9,25.1,505.18,,5.3,12.7,6:30 PM,85.6,68.8,76.8,77.9,70.5,74.3,-,-,-,-,-,-
7/13/2014,0.09,84.7,96.4,1995,67.3,50,1976,77.7,3:20 PM,11:40 PM,95,63,82,0,12.7,27.7,25.9,471.02,,7.8,15.5,11:00 AM,84.6,73,77.2,78.1,72.8,74.9,-,-,-,-,-,-
7/14/2014,0,85.4,101.8,1995,63.9,45,1967,73.4,3:50 PM,3:15 AM,96,48,80,0,8.4,23.4,24.6,481.83,,2.6,8.7,8:40 PM,87.8,69.3,76.3,78.9,70.9,74.4,-,-,-,-,-,-
7/15/2014,0,71.9,101.3,1988,53.2,47,1960,65.7,3:15 PM,11:55 PM,98,54,77,0,0.6,15.6,12.5,485.48,,8,14.1,3:20 PM,77.3,67.4,72.7,75.7,70.1,72.3,-,-,-,-,-,-
7/16/2014,0,68,99.6,1988,49.1,49,1954,59.6,4:05 PM,6:20 AM,97,64,81,5.4,0,9.6,8.6,394.6,,3,10.8,10:45 AM,73.4,60.7,67.5,70.6,64.8,67.9,-,-,-,-,-,-
7/17/2014,0,78.1,92,1964,48,49,1976,63.5,5:30 PM,6:00 AM,98,44,74,1.5,0,13.4,13.2,596.06,,0.5,5.8,2:05 PM,83.4,59.3,70.4,74.5,63.4,68.5,-,-,-,-,-,-
7/18/2014,0,78.1,95,1952,51.3,49,1971,66.7,1:45 PM,6:05 AM,96,45,71,0,1.6,16.6,14.7,447.9,,2.4,8.4,12:45 PM,78.3,62,69.9,72.2,65.4,69.2,-,-,-,-,-,-
7/19/2014,0.03,76.8,93.3,1991,60.3,50.8,1984,67.4,7:30 PM,11:55 PM,98,67,87,0,2.4,17.4,18.5,226.02,,0,0.9,10:10 AM,73.5,66.4,69.5,71,67.3,69.1,-,-,-,-,-,-
7/20/2014,0.01,83.3,96.1,1994,55.5,45,1965,68.9,5:35 PM,6:00 AM,99,57,83,0,3.9,18.9,19.3,498.38,,1.6,7.1,7:00 PM,81.8,63.3,71.6,75.4,65.6,70,-,-,-,-,-,-
7/21/2014,0,87.6,98.8,1983,55.6,46,1965,72.7,6:00 PM,6:15 AM,99,48,77,0,7.6,22.6,21.6,553.15,,1.5,6.6,3:20 PM,84.4,65.2,74.8,77.8,67.4,72.4,-,-,-,-,-,-
7/22/2014,0,89.5,97,1952,61.5,50,1970,76.5,4:00 PM,6:10 AM,97,54,76,0,11.4,26.4,25.5,594.71,,5,13,4:35 PM,85,68.4,76.6,78.5,70,74.3,-,-,-,-,-,-
7/23/2014,0.58,75.2,94.5,2001,58.5,50,1981,70.7,11:20 AM,11:30 PM,98,77,89,0,5.6,20.6,16.8,164.99,,3.7,15.5,3:20 AM,76.4,66.6,72.8,76.2,70,72.9,-,-,-,-,-,-
7/24/2014,0.01,75.3,95,1965,52.2,47.8,2004,64.2,5:20 PM,6:15 AM,99,51,78,0.8,0,14.1,13.7,514.58,,0.8,7.7,5:25 PM,75.1,59.4,67.4,71.8,63.9,68.1,-,-,-,-,-,-
7/25/2014,0,76.9,96,1964,48.9,49.3,2000,64.5,3:25 PM,5:10 AM,97,53,77,0.4,0,14.5,12.9,551.21,,2.3,9.8,1:05 PM,80.1,58,68.1,72.7,62.6,67.6,-,-,-,-,-,-
7/26/2014,0.01,79.4,94.1,2005,60.9,49,1977,71.7,6:15 PM,5:35 AM,95,70,83,0,6.7,21.7,20.1,391.39,,4.5,13,6:45 PM,77.4,63.7,71.3,72.9,66,69.6,-,-,-,-,-,-
7/27/2014,0.15,82.2,97,1964,62.2,46,1962,73.8,3:30 PM,11:55 PM,99,71,90,0,8.8,23.8,22.1,396.5,,4.6,13.3,3:40 PM,83.9,70,74.7,76.5,69.9,72.5,-,-,-,-,-,-
7/28/2014,0.01,74.4,96,1993,57.7,50,1969,65.7,3:00 PM,11:55 PM,98,59,82,0,0.6,15.6,16,426.14,,3.5,9.7,12:10 PM,77,64.8,70,72.3,67.1,69.8,-,-,-,-,-,-
7/29/2014,0,73,93.2,1983,46.3,47,1968,60.7,5:50 PM,6:25 AM,98,59,81,4.3,0,10.6,10.2,502.57,,3.5,10.1,5:35 PM,77.3,58.2,68,71.5,62.9,67.5,-,-,-,-,-,-
7/30/2014,0,77.3,92.4,1995,54.7,46,1965,65.5,5:05 PM,3:35 AM,99,55,83,0,0.5,15.5,16,529.78,,3.1,12.1,2:45 PM,80.9,61.9,70.3,74.1,64.4,68.7,-,-,-,-,-,-
7/31/2014,0,81.1,96.6,1995,52.6,50,1966,67.3,4:30 PM,6:35 AM,98,54,78,0,2.3,17.3,16.8,576.28,,3.9,11.5,1:55 PM,83,61.2,71.8,75.1,64.7,69.9,-,-,-,-,-,-
8/1/2014,0,84.8,99,1964,59.1,48,1952,71.8,5:25 PM,6:55 AM,96,50,77,0,6.7,21.7,21.9,531.91,,1,6.4,12:15 PM,86.3,65.5,75,77.9,67.5,72.3,-,-,-,-,-,-
8/2/2014,0.04,77.8,99,1964,60.8,44,1965,67.3,5:40 PM,11:55 PM,96,61,85,0,2.3,17.3,19.3,281.99,,1.6,8.8,7:40 AM,77.8,67.5,71.1,74.6,68.7,71,-,-,-,-,-,-
8/3/2014,0,84.3,99,1964,56.5,44,1965,70.2,4:55 PM,6:40 AM,99,47,79,0,5.2,20.2,20.4,558.97,,1.6,7.1,10:00 AM,86.3,63.8,73.9,77.7,66.4,71.4,-,-,-,-,-,-
8/4/2014,0,85.8,93.1,1988,56.3,47,1966,70.8,2:35 PM,6:30 AM,97,48,80,0,5.7,20.7,21,478.3,,0.6,5.7,4:45 PM,85.4,64.8,74.7,77.2,67.7,72.6,-,-,-,-,-,-
8/5/2014,0,80.8,93,1955,60.7,45,1972,70.4,2:10 PM,7:00 AM,97,68,88,0,5.4,20.4,20.7,272.39,,1.1,6.9,3:40 PM,79.9,67.5,73.1,74.4,69.3,72.1,-,-,-,-,-,-
8/6/2014,0,81.8,93.3,1996,60.2,43.9,1994,70.4,3:05 PM,6:50 AM,99,47,80,0,5.3,20.3,21,485.23,,1.2,7.8,6:10 PM,84.4,66.8,74.3,77.3,68.6,72.5,-,-,-,-,-,-
8/7/2014,0,83.1,93.3,1988,49.6,46.8,2004,67.5,4:05 PM,6:30 AM,99,44,74,0,2.4,17.4,16.3,590.97,,1.1,7.5,5:15 PM,86.6,63,73.7,78.2,66.2,72,-,-,-,-,-,-
8/8/2014,0,82.5,94.1,2001,52.7,41.5,1989,67.5,3:05 PM,6:00 AM,97,41,75,0,2.5,17.5,17.6,607,,3.5,11.2,4:15 PM,84.4,63.6,73.2,76.9,66.7,71.7,-,-,-,-,-,-
8/9/2014,0,82.3,92,1973,55.9,44,1964,68.8,3:50 PM,6:30 AM,96,41,77,0,3.8,18.8,19.1,597.22,,4.2,13.1,1:30 PM,82.9,64.3,72.6,75.8,66.9,71.2,-,-,-,-,-,-
8/10/2014,0,87.3,94.1,1988,60.8,45,1972,73.2,4:05 PM,2:20 AM,98,54,82,0,8.2,23.2,24,549.33,,3.8,9.6,4:35 PM,86,65.9,75,78.1,67.7,72.5,-,-,-,-,-,-
8/11/2014,0.11,79.1,93.9,1988,66.1,45,1967,71.7,2:55 PM,11:50 PM,99,88,94,0,6.7,21.7,22.5,139.71,,5.2,11,6:15 PM,75,69.6,72.3,74.5,70.9,71.9,-,-,-,-,-,-
8/12/2014,0.01,76.6,94.7,1988,61.3,44,1967,68.7,1:00 PM,11:55 PM,99,69,89,0,3.6,18.6,18.9,425.59,,8.9,16.2,1:05 PM,78.6,66.5,71.3,74.1,68,70.5,-,-,-,-,-,-
8/13/2014,0,78.4,94.1,1995,54.7,45,1967,66.1,5:00 PM,6:30 AM,97,50,78,0,1.1,16.1,16.5,581.3,,6.4,12.3,5:45 PM,82.6,62,71.3,75.4,64.5,69.7,-,-,-,-,-,-
8/14/2014,0,73.1,94,1959,49.6,41,1964,62.3,5:10 PM,11:35 PM,93,40,71,2.6,0,12.3,11.3,621.97,,3.4,9.9,3:45 PM,81.7,61.5,70.6,74.8,64.5,69.6,-,-,-,-,-,-
8/15/2014,0,75.7,97.1,1995,42.2,41,1964,60.1,3:05 PM,7:05 AM,97,41,72,4.9,0,10,10.5,609.3,,1.5,9.6,5:15 PM,80.4,59.2,69,74.6,62.4,68.3,-,-,-,-,-,-
8/16/2014,0,80.8,94.9,1987,46.9,44,1979,64.9,2:05 PM,4:55 AM,97,49,79,0.1,0,14.8,14.2,486.59,,6.2,14.2,2:35 PM,76.9,60.3,68.6,72.3,63.2,68.1,-,-,-,-,-,-
8/17/2014,0.28,84,99.3,1988,65.1,44,1971,71.9,2:40 PM,6:50 AM,99,67,89,0,6.9,21.9,24.5,279.49,,1.7,7.7,1:20 AM,79.3,67.2,71.6,74.3,67.6,70.4,-,-,-,-,-,-
8/18/2014,0.01,84,91.7,1983,63.2,43,1981,71.4,4:25 PM,2:15 AM,92,59,76,0,6.3,21.3,23.5,467.18,,2.3,9,11:20 AM,82.8,64.6,71.4,77,66.3,70.5,-,-,-,-,-,-
8/19/2014,0.31,88.2,95.9,1983,59.2,48,1958,72.5,4:55 PM,6:00 AM,98,57,83,0,7.4,22.4,23.6,458.26,,4.3,15.1,6:25 PM,83.7,64.2,73.2,78.1,66.2,71.7,-,-,-,-,-,-
8/20/2014,0.01,85.1,96.9,1983,65.9,47.2,1992,74.4,5:00 PM,7:15 AM,98,59,83,0,9.4,24.4,25.4,532.99,,4.6,15.9,3:35 PM,81.1,66.9,73.8,77.1,68.4,72.6,-,-,-,-,-,-
8/21/2014,0,79.4,96,1983,66.2,46.2,1984,73,12:10 PM,7:05 AM,98,76,90,0,8,23,22.8,269.32,,4.3,12.4,4:35 PM,77.7,67.3,72.6,74.6,68.8,71.9,-,-,-,-,-,-
8/22/2014,0,86.6,92,1959,65.8,41.2,1993,76,2:15 PM,5:50 AM,99,68,89,0,11,26,26.2,372.34,,0.7,7.9,6:05 PM,86.5,68.7,76.7,79.9,69.6,74.2,-,-,-,-,-,-
8/23/2014,0,85.3,95.1,1993,66,44,1952,73.9,3:35 PM,4:55 AM,100,70,89,0,8.8,23.8,25.6,375.22,,2.4,10.5,6:35 PM,86,69.4,76.6,79.9,70.8,75,-,-,-,-,-,-
8/24/2014,0,84.5,95,1962,61,40.2,1987,71.7,4:15 PM,6:55 AM,100,67,89,0,6.6,21.6,22.7,466.55,,2.5,9.5,11:45 AM,87.3,66.4,75.8,80.5,68.7,74.2,-,-,-,-,-,-
8/25/2014,0,89.9,95,1959,67.2,45,1956,78.3,3:30 PM,3:20 AM,98,56,80,0,13.3,28.3,28.5,488.14,,1.3,6.7,4:55 PM,92.6,70.7,80.1,83.9,71.6,77.1,-,-,-,-,-,-
8/26/2014,0,92.5,94.7,1993,68.4,46,1984,78.3,3:10 PM,7:05 AM,97,52,81,0,13.3,28.3,30.4,495.97,,3.3,13.5,5:05 PM,92.9,72.1,80.7,84.4,73.1,78.2,-,-,-,-,-,-
8/27/2014,0,87.7,95.7,1993,65.3,45,1968,73.9,4:25 PM,11:55 PM,99,50,83,0,8.9,23.9,26.5,429.44,,0.9,6.6,6:05 PM,90.6,72.2,79.2,83.5,73.2,77.5,-,-,-,-,-,-
8/28/2014,0,81,95,1953,58.9,41.8,1986,68.3,4:05 PM,11:55 PM,98,52,80,0,3.3,18.3,19.9,464.78,,2.9,8.9,9:45 AM,87.5,68.9,76.1,80.7,71.2,75.5,-,-,-,-,-,-
8/29/2014,0,85.3,96.9,1991,55.5,37.4,1986,70.2,3:40 PM,6:35 AM,93,53,73,0,5.1,20.1,20.4,513.85,,3.1,8.8,1:40 PM,86.8,65.4,74.9,80.3,68.4,73.9,-,-,-,-,-,-
8/30/2014,0,86.7,97,1953,69.1,41,1976,77.7,1:20 PM,7:00 AM,90,59,75,0,12.6,27.6,27.9,373.63,,9.5,19.4,2:25 PM,82.1,70.2,75.8,78.3,71.3,74.7,-,-,-,-,-,-
8/31/2014,0,85.9,98,1953,70.9,45,1976,76.7,4:25 PM,7:45 AM,93,61,81,0,11.7,26.7,28.3,348.36,,6,11.8,12:05 AM,84.7,71.3,76.8,79.7,71.9,75.2,-,-,-,-,-,-
9/1/2014,0,88.1,96,1953,69.5,42,1963,76.6,3:40 PM,6:55 AM,97,60,85,0,11.6,26.6,28.8,333.48,,8,18.8,5:45 PM,82.9,71.1,75.7,78.5,72,74.9,-,-,-,-,-,-
9/2/2014,0.05,78.1,98,1953,65.1,40,1958,72,12:35 PM,11:40 PM,97,72,90,0,6.9,21.9,21.6,281.32,,6.3,15.6,7:05 AM,78.2,70.1,73.5,75.5,71.1,73.2,-,-,-,-,-,-
9/3/2014,0.02,86.2,99,1953,60.7,42.6,1987,71.9,4:50 PM,3:40 AM,100,43,79,0,6.8,21.8,23.4,472.48,,1.8,9.4,5:35 PM,86.3,66,74.3,79.8,68,73,-,-,-,-,-,-
9/4/2014,0,90.4,95,1960,59.9,39,1997,75.8,4:20 PM,5:50 AM,95,49,74,0,10.8,25.8,25.1,462.53,,5.2,13.5,11:40 AM,86,66.4,75.5,79.9,68.6,74,-,-,-,-,-,-
9/5/2014,0.53,95.5,93,1954,69.2,42,1957,80.7,3:35 PM,6:40 AM,99,53,77,0,15.7,30.7,32.3,452.33,,7.6,16,4:10 PM,88.9,70.8,78.7,82.2,71.7,76.6,-,-,-,-,-,-
9/6/2014,0.07,76.4,93,1954,56.9,39,1962,68.8,1:55 PM,11:50 PM,99,59,86,0,3.7,18.7,16.6,290.09,,1.8,7.7,9:25 AM,78.8,65.6,72.9,77.5,70,73.6,-,-,-,-,-,-
9/7/2014,0,78.5,94.5,2002,47.3,38.4,1988,63.3,5:45 PM,6:25 AM,99,43,77,1.7,0,13.2,13.2,485.38,,0.5,6.5,4:30 PM,80.5,57.6,67.9,75.5,62.8,68.7,-,-,-,-,-,-
9/8/2014,0,81.8,95,1964,48.4,34.8,1986,65.1,5:40 PM,7:15 AM,97,38,74,0,0.1,15.1,15.2,536.76,,2.9,10.6,11:45 AM,84.1,57.1,69.2,76.9,61.9,68.8,-,-,-,-,-,-
9/9/2014,0,80,95,1978,54.9,39.5,1986,67.7,4:40 PM,7:35 AM,99,43,76,0,2.6,17.6,17.4,314.52,,1.9,9.2,2:05 PM,78.1,61.9,70,73.6,64.9,69.5,-,-,-,-,-,-
9/10/2014,2.49,75.6,95.6,1983,64.3,40.3,1993,71.2,3:15 PM,2:20 AM,99,75,87,0,6.2,21.2,19.9,68.56,,6.3,14.1,11:10 PM,71.5,65.6,68.9,70.4,67,68.9,-,-,-,-,-,-
9/11/2014,0.11,74.5,95,1952,55,34.6,1995,61.4,12:50 AM,10:10 AM,98,66,84,3.6,0,11.3,14.7,341.89,,6.4,14,3:55 AM,73,62.4,67.1,70.5,65.5,68.1,-,-,-,-,-,-
9/12/2014,0,62.3,95,1952,53.5,39,1958,57.4,3:05 PM,6:15 AM,93,74,85,7.6,0,7.3,7.8,158.26,,0.5,7.4,5:30 PM,66.4,59.4,62.2,65.9,62.6,64.1,-,-,-,-,-,-
9/13/2014,0.01,65.6,96,1952,47.1,36,1964,56.5,5:10 PM,11:40 PM,97,50,79,8.5,0,6.4,6.8,460.65,,4.5,11.9,10:35 AM,72,57.6,62.7,67.6,60.8,63.5,-,-,-,-,-,-
9/14/2014,0,68,93.1,1994,38.7,34,1963,53.7,5:00 PM,5:25 AM,98,45,76,11.3,0,3.6,6.4,476.52,,1.1,9.6,5:45 PM,76.3,51.4,61.7,69.3,57,62.4,-,-,-,-,-,-
9/15/2014,0.24,63.1,93.7,1991,42.6,36,1953,53.8,2:10 PM,6:35 AM,98,74,90,11.2,0,3.7,4.7,138.2,,1.1,8.9,11:55 AM,62.6,52.4,58,63.4,57.5,60.2,-,-,-,-,-,-
9/16/2014,0,67.8,92,1955,47.3,36.7,1984,57.1,4:30 PM,11:05 PM,99,49,80,7.9,0,7,7.9,448.39,,1.2,8.2,5:35 PM,71.5,54.9,61.4,66.8,58,61.5,-,-,-,-,-,-
9/17/2014,0,70.5,96,1955,40.4,32,1959,55,4:35 PM,7:30 AM,98,45,76,10,0,4.9,7.8,501,,2,9.9,4:30 PM,73.1,49.5,59.9,66.6,55,60.4,-,-,-,-,-,-
9/18/2014,0,75,94,1955,42.6,33,1959,58,3:05 PM,7:05 AM,98,47,78,6.9,0,8,10.3,489.26,,0.7,7.6,6:30 PM,77.7,51,62.6,69.5,55.8,61.9,-,-,-,-,-,-
9/19/2014,0,72.8,94,1955,45.5,36.5,1982,58.7,5:55 PM,7:15 AM,98,41,77,6.2,0,8.7,9.9,502.99,,1.5,8.8,4:40 PM,78.5,53,63.8,70.2,57.3,63.2,-,-,-,-,-,-
9/20/2014,0.26,83.3,90,1955,50.4,33,1991,67.2,3:05 PM,2:30 AM,96,46,74,0,2.1,17.1,16.8,432.4,,8.4,18.5,8:20 PM,77.4,56.1,65.4,70.2,59.1,64.2,-,-,-,-,-,-
